district,market,commodity,variety,price,day,month,year
Chikmagalur,Bagepalli,Tomato,Tomato,3150.0,16.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3150.0,15.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3210.0,14.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3245.0,12.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3465.0,10.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3461.0,9.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3461.0,8.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3960.0,7.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3846.0,5.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3900.0,3.0,Sep,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3100.0,27.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3210.0,24.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3260.0,20.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3425.0,19.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3760.0,18.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3255.0,17.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3750.0,13.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3460.0,12.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3340.0,11.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3260.0,10.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3126.0,8.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3208.0,6.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3254.0,5.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3340.0,4.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3546.0,3.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3550.0,1.0,Aug,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3530.0,30.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3565.0,29.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3490.0,28.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3457.0,27.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3560.0,25.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3452.0,23.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3450.0,22.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3425.0,21.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3564.0,20.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,4220.0,19.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3910.0,18.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3650.0,16.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3200.0,15.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3846.0,14.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3276.0,13.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3842.0,12.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3461.0,11.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3461.0,9.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3080.0,8.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3530.0,7.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3327.0,6.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3861.0,4.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,4230.0,2.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,4651.0,1.0,Jul,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,4445.0,30.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3718.0,29.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3540.0,28.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3461.0,27.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,3295.0,25.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2951.0,24.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2961.0,23.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2907.0,22.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2863.0,21.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2961.0,20.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2436.0,18.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,2807.0,17.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1926.0,16.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1852.0,15.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1910.0,14.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1615.0,13.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1350.0,11.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1230.0,10.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1385.0,9.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1050.0,8.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1053.0,7.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1050.0,6.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1000.0,4.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,920.0,3.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,950.0,2.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,1000.0,1.0,Jun,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,850.0,31.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,810.0,30.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,815.0,28.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,620.0,27.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,554.0,26.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,415.0,25.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,484.0,23.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,465.0,21.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,335.0,20.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,350.0,19.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,450.0,18.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,525.0,17.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,510.0,16.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,515.0,14.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,550.0,13.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,355.0,12.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,480.0,11.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,450.0,10.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,400.0,9.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,370.0,7.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,450.0,6.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,426.0,5.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,325.0,4.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,342.0,3.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,350.0,2.0,May,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,400.0,30.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,300.0,29.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,520.0,28.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,500.0,27.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,350.0,26.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,350.0,25.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,600.0,23.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,650.0,22.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,550.0,21.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,580.0,20.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,480.0,19.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,460.0,18.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,300.0,16.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,600.0,15.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,500.0,14.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,600.0,13.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,700.0,12.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,615.0,11.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,640.0,9.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,620.0,8.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,600.0,7.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,515.0,4.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,360.0,2.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,515.0,1.0,Apr,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,715.0,31.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,814.0,30.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,745.0,26.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,752.0,24.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,725.0,23.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,750.0,19.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,810.0,18.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,785.0,16.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,770.0,12.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,800.0,11.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,816.0,10.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,810.0,9.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,758.0,7.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,800.0,6.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,790.0,5.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,950.0,4.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,745.0,3.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,790.0,2.0,Mar,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,780.0,29.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,860.0,28.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,826.0,27.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,795.0,26.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,813.0,25.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,865.0,24.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,835.0,20.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,795.0,19.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,785.0,18.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,790.0,17.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,829.0,15.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,765.0,14.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,812.0,13.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,820.0,12.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,765.0,11.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,795.0,10.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,740.0,7.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,785.0,6.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,800.0,5.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,820.0,4.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,875.0,3.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,765.0,1.0,Feb,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,754.0,31.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,785.0,30.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,765.0,29.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,835.0,28.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,745.0,27.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,847.0,24.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,952.0,23.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,784.0,22.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,816.0,21.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,860.0,20.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,915.0,18.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,860.0,17.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,780.0,16.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,869.0,14.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,805.0,13.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,815.0,9.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,812.0,8.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,862.0,7.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,828.0,4.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,845.0,2.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,926.0,1.0,Jan,2020.0
Chikmagalur,Bagepalli,Tomato,Tomato,914.0,31.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,912.0,30.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,813.0,26.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,912.0,24.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,850.0,23.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,865.0,21.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,846.0,19.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,885.0,18.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,846.0,17.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,950.0,16.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,910.0,12.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,893.0,11.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,840.0,10.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,925.0,9.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,955.0,7.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,915.0,5.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,980.0,4.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1000.0,3.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,915.0,2.0,Dec,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1240.0,30.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1450.0,28.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1320.0,27.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1450.0,26.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1510.0,25.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1485.0,21.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1395.0,20.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1460.0,19.0,Nov,2019.0
Chikmagalur,Bagepalli,Tomato,Tomato,1535.0,18.0,Nov,2019.0
